acc,tax_id,name,total_count,self_count
ERR417416,2509494,Merbecovirus,10,0
ERR417416,694002,Betacoronavirus,10,0
ERR417416,2501931,Orthocoronavirinae,10,0
ERR417416,1335626,Middle East respiratory syndrome-related coronavirus,10,10
ERR417417,694002,Betacoronavirus,4,0
ERR417417,2509494,Merbecovirus,4,0
ERR417417,2501931,Orthocoronavirinae,4,0
ERR417417,1335626,Middle East respiratory syndrome-related coronavirus,4,4
ERR417418,694002,Betacoronavirus,15,0
ERR417418,2509494,Merbecovirus,15,0
ERR417418,2501931,Orthocoronavirinae,15,0
ERR417418,1335626,Middle East respiratory syndrome-related coronavirus,15,15
ERR417419,694002,Betacoronavirus,5,0
ERR417419,2501931,Orthocoronavirinae,5,0
ERR417419,2509494,Merbecovirus,5,0
ERR417419,1335626,Middle East respiratory syndrome-related coronavirus,5,5
ERR417420,2501931,Orthocoronavirinae,3,0
ERR417420,694002,Betacoronavirus,3,0
ERR417420,2509494,Merbecovirus,3,0
ERR417420,1335626,Middle East respiratory syndrome-related coronavirus,3,3
ERR417421,2509494,Merbecovirus,14,0
ERR417421,2501931,Orthocoronavirinae,14,0
ERR417421,694002,Betacoronavirus,14,0
ERR417421,1335626,Middle East respiratory syndrome-related coronavirus,14,14
ERR417422,694002,Betacoronavirus,68,0
ERR417422,2501931,Orthocoronavirinae,68,0
ERR417422,2509494,Merbecovirus,68,0
ERR417422,1335626,Middle East respiratory syndrome-related coronavirus,68,68
ERR420157,694013,Gammacoronavirus,1,0
ERR420157,2501931,Orthocoronavirinae,1,0
ERR420157,2509487,Igacovirus,1,0
ERR420157,694014,Avian coronavirus,1,1
ERR420168,2509487,Igacovirus,1,0
ERR420168,694013,Gammacoronavirus,1,0
ERR420168,2501931,Orthocoronavirinae,1,0
ERR420168,694014,Avian coronavirus,1,1
ERR420174,2509487,Igacovirus,1,0
ERR420174,694013,Gammacoronavirus,1,0
ERR420174,2501931,Orthocoronavirinae,1,0
ERR420174,694014,Avian coronavirus,1,1
ERR420182,694013,Gammacoronavirus,2,0
ERR420182,2501931,Orthocoronavirinae,2,0
ERR420182,2509487,Igacovirus,2,0
ERR420182,694014,Avian coronavirus,2,2
ERR420188,2501931,Orthocoronavirinae,1,0
ERR420188,2509487,Igacovirus,1,0
ERR420188,694013,Gammacoronavirus,1,0
ERR420188,694014,Avian coronavirus,1,1
ERR420202,2501931,Orthocoronavirinae,3,0
ERR420202,694013,Gammacoronavirus,3,0
ERR420202,2509487,Igacovirus,3,0
ERR420202,694014,Avian coronavirus,3,3
ERR420211,694013,Gammacoronavirus,1,0
ERR420211,2509487,Igacovirus,1,0
ERR420211,2501931,Orthocoronavirinae,1,0
ERR420211,694014,Avian coronavirus,1,1
ERR420220,2501931,Orthocoronavirinae,2,0
ERR420220,2509487,Igacovirus,2,0
ERR420220,694013,Gammacoronavirus,2,0
ERR420220,694014,Avian coronavirus,2,2
ERR422481,694002,Betacoronavirus,12,0
ERR422481,2509494,Merbecovirus,12,0
ERR422481,2501931,Orthocoronavirinae,12,0
ERR422481,1335626,Middle East respiratory syndrome-related coronavirus,12,12
ERR422485,2501931,Orthocoronavirinae,1,0
ERR422485,694002,Betacoronavirus,1,0
ERR422485,2509494,Merbecovirus,1,0
ERR422485,1335626,Middle East respiratory syndrome-related coronavirus,1,1
ERR422488,2501931,Orthocoronavirinae,1,0
ERR422488,694002,Betacoronavirus,1,0
ERR422488,2509494,Merbecovirus,1,0
ERR422488,1335626,Middle East respiratory syndrome-related coronavirus,1,1
ERR422493,2509494,Merbecovirus,4,0
ERR422493,694002,Betacoronavirus,4,0
ERR422493,2501931,Orthocoronavirinae,4,0
ERR422493,1335626,Middle East respiratory syndrome-related coronavirus,4,4
ERR422494,2501931,Orthocoronavirinae,24,0
ERR422494,694002,Betacoronavirus,24,0
ERR422494,2509494,Merbecovirus,24,0
ERR422494,1335626,Middle East respiratory syndrome-related coronavirus,24,24
ERR422496,2509494,Merbecovirus,1,0
ERR422496,694002,Betacoronavirus,1,0
ERR422496,2501931,Orthocoronavirinae,1,0
ERR422496,1335626,Middle East respiratory syndrome-related coronavirus,1,1
ERR422500,2501931,Orthocoronavirinae,2,0
ERR422500,2509494,Merbecovirus,2,0
ERR422500,694002,Betacoronavirus,2,0
ERR422500,1335626,Middle East respiratory syndrome-related coronavirus,2,2
ERR422501,2509494,Merbecovirus,3,0
ERR422501,694002,Betacoronavirus,3,0
ERR422501,2501931,Orthocoronavirinae,3,0
ERR422501,1335626,Middle East respiratory syndrome-related coronavirus,3,3
ERR422506,2509494,Merbecovirus,2,0
ERR422506,2501931,Orthocoronavirinae,2,0
ERR422506,694002,Betacoronavirus,2,0
ERR422506,1335626,Middle East respiratory syndrome-related coronavirus,2,2
ERR431593,2509512,Setracovirus,1,0
ERR431593,2501931,Orthocoronavirinae,1,0
ERR431593,693996,Alphacoronavirus,1,0
ERR431593,277944,Human coronavirus NL63,1,1
ERR438872,2501931,Orthocoronavirinae,192,0
ERR438872,694002,Betacoronavirus,192,0
ERR438872,2509481,Embecovirus,192,0
ERR438872,694003,Betacoronavirus 1,192,192
ERR438873,2501931,Orthocoronavirinae,186,0
ERR438873,694002,Betacoronavirus,186,0
ERR438873,2509481,Embecovirus,186,0
ERR438873,694003,Betacoronavirus 1,186,184
ERR438873,31631,Human coronavirus OC43,2,2
ERR438876,2509481,Embecovirus,391,0
ERR438876,2501931,Orthocoronavirinae,391,0
ERR438876,694002,Betacoronavirus,391,0
ERR438876,694003,Betacoronavirus 1,391,382
ERR438876,31631,Human coronavirus OC43,9,9
ERR438908,2501931,Orthocoronavirinae,2,0
ERR438908,694002,Betacoronavirus,2,0
ERR438908,2030446,Coronavirus HKU23,1,0
ERR438908,693995,Coronavirinae,1,0
ERR438908,2664420,unclassified Coronavirinae,1,0
ERR438908,2509481,Embecovirus,1,0
ERR438908,696098,unclassified Betacoronavirus,1,0
ERR438908,694003,Betacoronavirus 1,1,0
ERR438908,1160968,Rabbit coronavirus HKU14,1,1
ERR438908,2050018,Rodent coronavirus,1,1
ERR438908,1479610,Dromedary camel coronavirus HKU23,1,1
ERR438919,2501931,Orthocoronavirinae,31,0
ERR438919,694002,Betacoronavirus,31,0
ERR438919,2509481,Embecovirus,31,0
ERR438919,694003,Betacoronavirus 1,31,31
ERR438921,2501931,Orthocoronavirinae,4,0
ERR438921,694002,Betacoronavirus,4,0
ERR438921,2509481,Embecovirus,4,0
ERR438921,694003,Betacoronavirus 1,4,4
ERR455290,693995,Coronavirinae,1,0
ERR455290,696098,unclassified Betacoronavirus,1,0
ERR455290,694002,Betacoronavirus,1,0
ERR455290,1335626,Middle East respiratory syndrome coronavirus,1,1
ERR455299,694002,Betacoronavirus,1,0
ERR455299,2509494,Merbecovirus,1,0
ERR455299,2501931,Orthocoronavirinae,1,0
ERR455299,1335626,Middle East respiratory syndrome-related coronavirus,1,1
ERR466795,694013,Gammacoronavirus,2,0
ERR466795,2501931,Orthocoronavirinae,2,0
ERR466795,2509487,Igacovirus,2,0
ERR466795,694014,Avian coronavirus,2,2
ERR467292,694002,Betacoronavirus,1,0
ERR467292,2509494,Merbecovirus,1,0
ERR467292,2501931,Orthocoronavirinae,1,0
ERR467292,1335626,Middle East respiratory syndrome-related coronavirus,1,1
ERR467488,694002,Betacoronavirus,2,0
ERR467488,693995,Coronavirinae,2,0
ERR467488,696098,unclassified Betacoronavirus,2,0
ERR467488,1335626,Middle East respiratory syndrome coronavirus,2,2
ERR467489,2501931,Orthocoronavirinae,3,0
ERR467489,694002,Betacoronavirus,3,0
ERR467489,2509494,Merbecovirus,3,0
ERR467489,1335626,Middle East respiratory syndrome-related coronavirus,3,3
ERR467500,2501931,Orthocoronavirinae,6,0
ERR467500,694002,Betacoronavirus,6,0
ERR467500,2509494,Merbecovirus,6,0
ERR467500,1335626,Middle East respiratory syndrome-related coronavirus,6,6
ERR467505,694002,Betacoronavirus,1,0
ERR467505,2501931,Orthocoronavirinae,1,0
ERR467505,2509494,Merbecovirus,1,0
ERR467505,1335626,Middle East respiratory syndrome-related coronavirus,1,1
ERR467513,2501931,Orthocoronavirinae,4,0
ERR467513,694002,Betacoronavirus,4,0
ERR467513,2509494,Merbecovirus,4,0
ERR467513,1335626,Middle East respiratory syndrome-related coronavirus,4,4
ERR467525,693995,Coronavirinae,1,0
ERR467525,696098,unclassified Betacoronavirus,1,0
ERR467525,694002,Betacoronavirus,1,0
ERR467525,1335626,Middle East respiratory syndrome coronavirus,1,1
ERR467529,2509494,Merbecovirus,1,0
ERR467529,2501931,Orthocoronavirinae,1,0
ERR467529,694002,Betacoronavirus,1,0
ERR467529,1335626,Middle East respiratory syndrome-related coronavirus,1,1
ERR473384,694002,Betacoronavirus,142,0
ERR473384,696098,unclassified Betacoronavirus,142,0
ERR473384,693995,Coronavirinae,142,0
ERR473384,1335626,Middle East respiratory syndrome coronavirus,142,142
ERR473385,2501931,Orthocoronavirinae,13,0
ERR473385,694002,Betacoronavirus,13,0
ERR473385,2509494,Merbecovirus,13,0
ERR473385,1335626,Middle East respiratory syndrome-related coronavirus,13,13
ERR473387,2509494,Merbecovirus,9,0
ERR473387,694002,Betacoronavirus,9,0
ERR473387,2501931,Orthocoronavirinae,9,0
ERR473387,1335626,Middle East respiratory syndrome-related coronavirus,9,9
ERR473389,694002,Betacoronavirus,1,0
ERR473389,2509494,Merbecovirus,1,0
ERR473389,2501931,Orthocoronavirinae,1,0
ERR473389,1335626,Middle East respiratory syndrome-related coronavirus,1,1
ERR473394,2509494,Merbecovirus,7,0
ERR473394,694002,Betacoronavirus,7,0
ERR473394,2501931,Orthocoronavirinae,7,0
ERR473394,1335626,Middle East respiratory syndrome-related coronavirus,7,7
ERR473395,696098,unclassified Betacoronavirus,15,0
ERR473395,693995,Coronavirinae,15,0
ERR473395,694002,Betacoronavirus,15,0
ERR473395,1335626,Middle East respiratory syndrome coronavirus,15,15
ERR477322,694002,Betacoronavirus,1,0
ERR477322,2509494,Merbecovirus,1,0
ERR477322,2501931,Orthocoronavirinae,1,0
ERR477322,1335626,Middle East respiratory syndrome-related coronavirus,1,1
ERR477324,2501931,Orthocoronavirinae,1,0
ERR477324,694002,Betacoronavirus,1,0
ERR477324,2509494,Merbecovirus,1,0
ERR477324,1335626,Middle East respiratory syndrome-related coronavirus,1,1
ERR477333,2501931,Orthocoronavirinae,1,0
ERR477333,694002,Betacoronavirus,1,0
ERR477333,2509494,Merbecovirus,1,0
ERR477333,1335626,Middle East respiratory syndrome-related coronavirus,1,1
ERR477339,694002,Betacoronavirus,3,0
ERR477339,2501931,Orthocoronavirinae,3,0
ERR477339,2509494,Merbecovirus,3,1
ERR477339,1335626,Middle East respiratory syndrome-related coronavirus,2,2
ERR485016,696098,unclassified Betacoronavirus,772,0
ERR485016,694002,Betacoronavirus,772,0
ERR485016,693995,Coronavirinae,772,0
ERR485016,1335626,Middle East respiratory syndrome coronavirus,772,772
ERR485017,2509494,Merbecovirus,303,0
ERR485017,694002,Betacoronavirus,303,0
ERR485017,2501931,Orthocoronavirinae,303,0
ERR485017,1335626,Middle East respiratory syndrome-related coronavirus,303,303
ERR505433,694002,Betacoronavirus,1,0
ERR505433,693995,Coronavirinae,1,0
ERR505433,290028,Human coronavirus HKU1,1,1
ERR505434,694002,Betacoronavirus,7,0
ERR505434,693995,Coronavirinae,7,0
ERR505434,290028,Human coronavirus HKU1,7,7
ERR505435,694002,Betacoronavirus,4,0
ERR505435,696098,unclassified Betacoronavirus,4,0
ERR505435,693995,Coronavirinae,4,0
ERR505435,1335626,Middle East respiratory syndrome coronavirus,4,4
ERR505436,2509481,Embecovirus,1,0
ERR505436,694002,Betacoronavirus,1,0
ERR505436,2501931,Orthocoronavirinae,1,0
ERR505436,290028,Human coronavirus HKU1,1,1
ERR505437,694002,Betacoronavirus,1815,0
ERR505437,693995,Coronavirinae,1815,0
ERR505437,290028,Human coronavirus HKU1,1815,1815
ERR505439,693995,Coronavirinae,2,0
ERR505439,694002,Betacoronavirus,2,0
ERR505439,290028,Human coronavirus HKU1,2,2
ERR516588,694002,Betacoronavirus,2,0
ERR516588,693995,Coronavirinae,2,0
ERR516588,290028,Human coronavirus HKU1,2,2
ERR516600,694002,Betacoronavirus,7,0
ERR516600,693995,Coronavirinae,7,0
ERR516600,696098,unclassified Betacoronavirus,7,0
ERR516600,1335626,Middle East respiratory syndrome coronavirus,7,7
ERR516603,696098,unclassified Betacoronavirus,207,0
ERR516603,693995,Coronavirinae,207,0
ERR516603,694002,Betacoronavirus,207,0
ERR516603,1335626,Middle East respiratory syndrome coronavirus,207,207
ERR517550,2501931,Orthocoronavirinae,1,0
ERR517550,694002,Betacoronavirus,1,0
ERR517550,2509494,Merbecovirus,1,0
ERR517550,1335626,Middle East respiratory syndrome-related coronavirus,1,1
ERR517618,693995,Coronavirinae,1,0
ERR517618,696098,unclassified Betacoronavirus,1,0
ERR517618,694002,Betacoronavirus,1,0
ERR517618,1335626,Middle East respiratory syndrome coronavirus,1,1
ERR517642,694002,Betacoronavirus,1,0
ERR517642,2501931,Orthocoronavirinae,1,0
ERR517642,2509494,Merbecovirus,1,0
ERR517642,1335626,Middle East respiratory syndrome-related coronavirus,1,1
ERR517646,696098,unclassified Betacoronavirus,1,0
ERR517646,694002,Betacoronavirus,1,0
ERR517646,693995,Coronavirinae,1,0
ERR517646,1335626,Middle East respiratory syndrome coronavirus,1,1
ERR517650,2509494,Merbecovirus,1,0
ERR517650,2501931,Orthocoronavirinae,1,0
ERR517650,694002,Betacoronavirus,1,0
ERR517650,1335626,Middle East respiratory syndrome-related coronavirus,1,1
ERR517669,694002,Betacoronavirus,1,0
ERR517669,693995,Coronavirinae,1,0
ERR517669,696098,unclassified Betacoronavirus,1,0
ERR517669,1335626,Middle East respiratory syndrome coronavirus,1,1
ERR522876,2501931,Orthocoronavirinae,1,0
ERR522876,694002,Betacoronavirus,1,0
ERR522876,2509494,Merbecovirus,1,0
ERR522876,1335626,Middle East respiratory syndrome-related coronavirus,1,1
ERR525187,693995,Coronavirinae,1,0
ERR525187,696098,unclassified Betacoronavirus,1,0
ERR525187,694002,Betacoronavirus,1,0
ERR525187,1335626,Middle East respiratory syndrome coronavirus,1,1
ERR525188,694002,Betacoronavirus,2,0
ERR525188,2501931,Orthocoronavirinae,2,0
ERR525188,2509481,Embecovirus,1,0
ERR525188,2509494,Merbecovirus,1,0
ERR525188,1335626,Middle East respiratory syndrome-related coronavirus,1,1
ERR525188,290028,Human coronavirus HKU1,1,1
ERR525191,694002,Betacoronavirus,1,0
ERR525191,693995,Coronavirinae,1,0
ERR525191,290028,Human coronavirus HKU1,1,1
ERR525192,2501931,Orthocoronavirinae,351,0
ERR525192,2509481,Embecovirus,351,0
ERR525192,694002,Betacoronavirus,351,0
ERR525192,290028,Human coronavirus HKU1,351,351
ERR525194,693995,Coronavirinae,10,0
ERR525194,696098,unclassified Betacoronavirus,10,0
ERR525194,694002,Betacoronavirus,10,0
ERR525194,1335626,Middle East respiratory syndrome coronavirus,10,10
ERR525196,694002,Betacoronavirus,123,0
ERR525196,693995,Coronavirinae,123,0
ERR525196,290028,Human coronavirus HKU1,123,123
ERR525200,693995,Coronavirinae,1,0
ERR525200,694002,Betacoronavirus,1,0
ERR525200,290028,Human coronavirus HKU1,1,1
ERR525212,696098,unclassified Betacoronavirus,3,0
ERR525212,693995,Coronavirinae,3,0
ERR525212,694002,Betacoronavirus,3,0
ERR525212,1335626,Middle East respiratory syndrome coronavirus,3,3
ERR527387,696098,unclassified Betacoronavirus,44,0
ERR527387,693995,Coronavirinae,44,0
ERR527387,694002,Betacoronavirus,44,0
ERR527387,1335626,Middle East respiratory syndrome coronavirus,44,44
ERR527389,696098,unclassified Betacoronavirus,1,0
ERR527389,693995,Coronavirinae,1,0
ERR527389,694002,Betacoronavirus,1,0
ERR527389,1335626,Middle East respiratory syndrome coronavirus,1,1
ERR527390,693995,Coronavirinae,2866,0
ERR527390,694002,Betacoronavirus,2866,0
ERR527390,696098,unclassified Betacoronavirus,2866,0
ERR527390,1335626,Middle East respiratory syndrome coronavirus,2866,2866
ERR527391,2509494,Merbecovirus,4,0
ERR527391,2501931,Orthocoronavirinae,4,0
ERR527391,694002,Betacoronavirus,4,0
ERR527391,1335626,Middle East respiratory syndrome-related coronavirus,4,4
ERR527392,693995,Coronavirinae,24,0
ERR527392,696098,unclassified Betacoronavirus,24,0
ERR527392,694002,Betacoronavirus,24,0
ERR527392,1335626,Middle East respiratory syndrome coronavirus,24,24
ERR527393,694002,Betacoronavirus,1,0
ERR527393,696098,unclassified Betacoronavirus,1,0
ERR527393,693995,Coronavirinae,1,0
ERR527393,1335626,Middle East respiratory syndrome coronavirus,1,1
ERR527396,694002,Betacoronavirus,1,0
ERR527396,693995,Coronavirinae,1,0
ERR527396,696098,unclassified Betacoronavirus,1,0
ERR527396,1335626,Middle East respiratory syndrome coronavirus,1,1
ERR527401,694002,Betacoronavirus,23,0
ERR527401,2501931,Orthocoronavirinae,23,0
ERR527401,2509494,Merbecovirus,23,1
ERR527401,1335626,Middle East respiratory syndrome-related coronavirus,22,22
ERR550401,693995,Coronavirinae,3,0
ERR550401,694002,Betacoronavirus,3,0
ERR550401,290028,Human coronavirus HKU1,3,3
ERR558631,694014,Avian coronavirus,1,0
ERR558631,693995,Coronavirinae,1,0
ERR558631,694013,Gammacoronavirus,1,0
ERR558631,11120,Infectious bronchitis virus,1,1
ERR563517,693995,Coronavirinae,1,0
ERR563517,696098,unclassified Betacoronavirus,1,0
ERR563517,694002,Betacoronavirus,1,0
ERR563517,1335626,Middle East respiratory syndrome coronavirus,1,1
ERR563518,693995,Coronavirinae,1,0
ERR563518,694002,Betacoronavirus,1,0
ERR563518,696098,unclassified Betacoronavirus,1,0
ERR563518,1335626,Middle East respiratory syndrome coronavirus,1,1
ERR570043,694002,Betacoronavirus,101,0
ERR570043,693995,Coronavirinae,101,0
ERR570043,290028,Human coronavirus HKU1,101,101
ERR572006,694014,Avian coronavirus,14,0
ERR572006,694013,Gammacoronavirus,14,0
ERR572006,693995,Coronavirinae,14,0
ERR572006,11120,Infectious bronchitis virus,14,14
ERR575771,693995,Coronavirinae,1516,0
ERR575771,694002,Betacoronavirus,1516,0
ERR575771,696098,unclassified Betacoronavirus,1516,0
ERR575771,1335626,Middle East respiratory syndrome coronavirus,1516,1516
ERR575772,696098,unclassified Betacoronavirus,353,0
ERR575772,693995,Coronavirinae,353,0
ERR575772,694002,Betacoronavirus,353,0
ERR575772,1335626,Middle East respiratory syndrome coronavirus,353,353
ERR575774,696098,unclassified Betacoronavirus,4,0
ERR575774,693995,Coronavirinae,4,0
ERR575774,694002,Betacoronavirus,4,0
ERR575774,1335626,Middle East respiratory syndrome coronavirus,4,4
ERR575775,694002,Betacoronavirus,834,0
ERR575775,2501931,Orthocoronavirinae,834,0
ERR575775,2509494,Merbecovirus,834,1
ERR575775,1335626,Middle East respiratory syndrome-related coronavirus,833,833
ERR575776,694002,Betacoronavirus,368336,0
ERR575776,696098,unclassified Betacoronavirus,368336,0
ERR575776,693995,Coronavirinae,368336,0
ERR575776,1335626,Middle East respiratory syndrome coronavirus,368336,368336
ERR575777,2509494,Merbecovirus,3110,0
ERR575777,2501931,Orthocoronavirinae,3110,0
ERR575777,694002,Betacoronavirus,3110,0
ERR575777,1335626,Middle East respiratory syndrome-related coronavirus,3110,3110
ERR575778,693995,Coronavirinae,273,0
ERR575778,696098,unclassified Betacoronavirus,273,0
ERR575778,694002,Betacoronavirus,273,0
ERR575778,1335626,Middle East respiratory syndrome coronavirus,273,273
ERR575779,693995,Coronavirinae,679963,0
ERR575779,694002,Betacoronavirus,679963,4
ERR575779,696098,unclassified Betacoronavirus,679924,160
ERR575779,1335626,Middle East respiratory syndrome coronavirus,679757,679757
ERR575779,694008,Pipistrellus bat coronavirus HKU5,28,28
ERR575779,1385427,Betacoronavirus Erinaceus/VMC/DEU/2012,7,7
ERR575779,290028,Human coronavirus HKU1,6,6
ERR575779,694005,Murine coronavirus,1,1
ERR575780,2501931,Orthocoronavirinae,704,0
ERR575780,694002,Betacoronavirus,704,0
ERR575780,2509494,Merbecovirus,704,1
ERR575780,1335626,Middle East respiratory syndrome-related coronavirus,703,703
ERR575781,694002,Betacoronavirus,17053,0
ERR575781,693995,Coronavirinae,17053,0
ERR575781,696098,unclassified Betacoronavirus,17053,0
ERR575781,1335626,Middle East respiratory syndrome coronavirus,17053,17053
ERR575782,2501931,Orthocoronavirinae,780423,0
ERR575782,694002,Betacoronavirus,780423,25
ERR575782,2509494,Merbecovirus,780398,75
ERR575782,1335626,Middle East respiratory syndrome-related coronavirus,780322,780289
ERR575782,1235996,Human betacoronavirus 2c EMC/2012,14,14
ERR575782,1368314,Coronavirus Neoromicia/PML-PHE1/RSA/2011,13,13
ERR575782,1306931,Human betacoronavirus 2c Jordan-N3/2012,6,6
ERR575782,693995,Coronavirinae,1,0
ERR575782,2664420,unclassified Coronavirinae,1,0
ERR575782,1965093,Hedgehog coronavirus 1,1,1
ERR575782,1508220,Bat coronavirus,1,1
ERR575783,694002,Betacoronavirus,41269,0
ERR575783,693995,Coronavirinae,41269,0
ERR575783,696098,unclassified Betacoronavirus,41269,1
ERR575783,1335626,Middle East respiratory syndrome coronavirus,41267,41267
ERR575783,1385427,Betacoronavirus Erinaceus/VMC/DEU/2012,1,1
ERR575784,693995,Coronavirinae,719449,0
ERR575784,694002,Betacoronavirus,719449,10
ERR575784,696098,unclassified Betacoronavirus,719418,17
ERR575784,1335626,Middle East respiratory syndrome coronavirus,719399,719399
ERR575784,694008,Pipistrellus bat coronavirus HKU5,18,18
ERR575784,1385427,Betacoronavirus Erinaceus/VMC/DEU/2012,2,2
ERR575784,694007,Tylonycteris bat coronavirus HKU4,2,2
ERR575784,290028,Human coronavirus HKU1,1,1
ERR575785,693995,Coronavirinae,419441,0
ERR575785,694002,Betacoronavirus,419441,2
ERR575785,696098,unclassified Betacoronavirus,419428,15
ERR575785,1335626,Middle East respiratory syndrome coronavirus,419412,419412
ERR575785,694008,Pipistrellus bat coronavirus HKU5,9,9
ERR575785,694005,Murine coronavirus,1,1
ERR575785,290028,Human coronavirus HKU1,1,1
ERR575785,1385427,Betacoronavirus Erinaceus/VMC/DEU/2012,1,1
ERR575786,694002,Betacoronavirus,429,0
ERR575786,2501931,Orthocoronavirinae,429,0
ERR575786,2509494,Merbecovirus,429,0
ERR575786,1335626,Middle East respiratory syndrome-related coronavirus,429,429
ERR575787,2501931,Orthocoronavirinae,381275,0
ERR575787,694002,Betacoronavirus,381275,2
ERR575787,2509494,Merbecovirus,381273,79
ERR575787,1335626,Middle East respiratory syndrome-related coronavirus,381194,381179
ERR575787,1368314,Coronavirus Neoromicia/PML-PHE1/RSA/2011,7,7
ERR575787,1235996,Human betacoronavirus 2c EMC/2012,5,5
ERR575787,1306931,Human betacoronavirus 2c Jordan-N3/2012,3,3
ERR575788,693995,Coronavirinae,628266,0
ERR575788,694002,Betacoronavirus,628266,6
ERR575788,696098,unclassified Betacoronavirus,628247,23
ERR575788,1335626,Middle East respiratory syndrome coronavirus,628224,628224
ERR575788,694008,Pipistrellus bat coronavirus HKU5,12,12
ERR575788,290028,Human coronavirus HKU1,1,1
ERR575789,693995,Coronavirinae,681085,0
ERR575789,694002,Betacoronavirus,681085,5
ERR575789,696098,unclassified Betacoronavirus,681063,8
ERR575789,1335626,Middle East respiratory syndrome coronavirus,681052,681052
ERR575789,694008,Pipistrellus bat coronavirus HKU5,13,13
ERR575789,694007,Tylonycteris bat coronavirus HKU4,4,4
ERR575789,1385427,Betacoronavirus Erinaceus/VMC/DEU/2012,3,3
ERR575790,693995,Coronavirinae,619796,0
ERR575790,694002,Betacoronavirus,619796,3
ERR575790,696098,unclassified Betacoronavirus,619782,20
ERR575790,1335626,Middle East respiratory syndrome coronavirus,619759,619759
ERR575790,694008,Pipistrellus bat coronavirus HKU5,11,11
ERR575790,1385427,Betacoronavirus Erinaceus/VMC/DEU/2012,3,3
ERR575791,696098,unclassified Betacoronavirus,2785,0
ERR575791,693995,Coronavirinae,2785,0
ERR575791,694002,Betacoronavirus,2785,0
ERR575791,1335626,Middle East respiratory syndrome coronavirus,2785,2785
ERR575792,696098,unclassified Betacoronavirus,1502,0
ERR575792,693995,Coronavirinae,1502,0
ERR575792,694002,Betacoronavirus,1502,0
ERR575792,1335626,Middle East respiratory syndrome coronavirus,1502,1502
ERR575793,693995,Coronavirinae,21297,0
ERR575793,696098,unclassified Betacoronavirus,21297,0
ERR575793,694002,Betacoronavirus,21297,0
ERR575793,1335626,Middle East respiratory syndrome coronavirus,21297,21297
ERR575794,2501931,Orthocoronavirinae,225,0
ERR575794,694002,Betacoronavirus,225,0
ERR575794,2509494,Merbecovirus,225,3
ERR575794,1335626,Middle East respiratory syndrome-related coronavirus,222,222
ERR575795,693995,Coronavirinae,682993,0
ERR575795,694002,Betacoronavirus,682993,1
ERR575795,696098,unclassified Betacoronavirus,682975,9
ERR575795,1335626,Middle East respiratory syndrome coronavirus,682966,682966
ERR575795,694008,Pipistrellus bat coronavirus HKU5,17,17
ERR575796,693995,Coronavirinae,742112,0
ERR575796,694002,Betacoronavirus,742112,4
ERR575796,696098,unclassified Betacoronavirus,742094,16
ERR575796,1335626,Middle East respiratory syndrome coronavirus,742078,742078
ERR575796,694008,Pipistrellus bat coronavirus HKU5,14,14
ERR575797,693995,Coronavirinae,237,0
ERR575797,696098,unclassified Betacoronavirus,237,0
ERR575797,694002,Betacoronavirus,237,0
ERR575797,1335626,Middle East respiratory syndrome coronavirus,237,237
ERR575798,693995,Coronavirinae,7966,0
ERR575798,696098,unclassified Betacoronavirus,7966,0
ERR575798,694002,Betacoronavirus,7966,0
ERR575798,1335626,Middle East respiratory syndrome coronavirus,7966,7966
ERR575799,693995,Coronavirinae,421817,0
ERR575799,694002,Betacoronavirus,421817,3
ERR575799,696098,unclassified Betacoronavirus,421798,9
ERR575799,1335626,Middle East respiratory syndrome coronavirus,421789,421789
ERR575799,694008,Pipistrellus bat coronavirus HKU5,15,15
ERR575799,694007,Tylonycteris bat coronavirus HKU4,1,1
ERR575800,693995,Coronavirinae,2542,0
ERR575800,696098,unclassified Betacoronavirus,2542,0
ERR575800,694002,Betacoronavirus,2542,0
ERR575800,1335626,Middle East respiratory syndrome coronavirus,2542,2542
ERR575801,693995,Coronavirinae,694628,0
ERR575801,694002,Betacoronavirus,694628,3
ERR575801,696098,unclassified Betacoronavirus,694615,34
ERR575801,1335626,Middle East respiratory syndrome coronavirus,694577,694577
ERR575801,694008,Pipistrellus bat coronavirus HKU5,7,7
ERR575801,1385427,Betacoronavirus Erinaceus/VMC/DEU/2012,4,4
ERR575801,694007,Tylonycteris bat coronavirus HKU4,3,3
ERR575802,694002,Betacoronavirus,19776,0
ERR575802,693995,Coronavirinae,19776,0
ERR575802,696098,unclassified Betacoronavirus,19776,0
ERR575802,1335626,Middle East respiratory syndrome coronavirus,19776,19776
ERR575803,693995,Coronavirinae,13,0
ERR575803,694002,Betacoronavirus,13,0
ERR575803,696098,unclassified Betacoronavirus,13,0
ERR575803,1335626,Middle East respiratory syndrome coronavirus,13,13
ERR575804,2501931,Orthocoronavirinae,27830,0
ERR575804,694002,Betacoronavirus,27830,0
ERR575804,2509494,Merbecovirus,27830,0
ERR575804,1335626,Middle East respiratory syndrome-related coronavirus,27830,27829
ERR575804,1368314,Coronavirus Neoromicia/PML-PHE1/RSA/2011,1,1
ERR575805,696098,unclassified Betacoronavirus,1910,0
ERR575805,694002,Betacoronavirus,1910,0
ERR575805,693995,Coronavirinae,1910,0
ERR575805,1335626,Middle East respiratory syndrome coronavirus,1910,1910
ERR575806,696098,unclassified Betacoronavirus,7,0
